,Respondent,LanguageDesireNextYear,LanguageWorkedWith
111777,47014,HTML/CSS,
111782,47014,JavaScript,
111787,47016,Dart,C#
111788,47016,,HTML/CSS
111789,47016,,Python
111790,47016,,SQL
111791,47016,Python,
111795,47017,C#,Bash/Shell/PowerShell
111796,47017,,C#
111797,47017,,JavaScript
111798,47017,JavaScript,
111801,47017,Python,
111804,47024,C#,C#
111805,47024,,HTML/CSS
111806,47024,,JavaScript
111807,47024,,SQL
111808,47024,HTML/CSS,
111812,47024,JavaScript,
111816,47024,Python,
111820,47024,SQL,
111824,47024,TypeScript,
111828,47029,Go,C#
111829,47029,,JavaScript
111830,47029,,TypeScript
111831,47029,JavaScript,
111834,47029,Python,
111837,47029,TypeScript,
111840,47031,Bash/Shell/PowerShell,Bash/Shell/PowerShell
111841,47031,,HTML/CSS
111842,47031,,JavaScript
111843,47031,,Python
111844,47031,,SQL
111845,47031,,TypeScript
111846,47031,Python,
111852,47031,SQL,
111858,47031,TypeScript,
111864,47070,Bash/Shell/PowerShell,Bash/Shell/PowerShell
111865,47070,,C#
111866,47070,,HTML/CSS
111867,47070,,JavaScript
111868,47070,,SQL
111869,47070,,VBA
111870,47070,C#,
111876,47070,HTML/CSS,
111882,47070,JavaScript,
111888,47070,SQL,
111894,47095,C#,C#
111895,47095,,HTML/CSS
111896,47095,,JavaScript
111897,47095,,SQL
111898,47095,HTML/CSS,
111902,47095,JavaScript,
111906,47095,SQL,
111910,47104,Bash/Shell/PowerShell,Bash/Shell/PowerShell
111911,47104,,HTML/CSS
111912,47104,,JavaScript
111913,47104,,Python
111914,47104,,SQL
111915,47104,Go,
111920,47104,HTML/CSS,
111925,47104,JavaScript,
111930,47104,Python,
111935,47104,R,
111940,47104,SQL,
111945,47109,Haskell,HTML/CSS
111946,47109,,Haskell
111947,47109,,JavaScript
111948,47109,,PHP
111949,47109,,Python
111950,47109,,SQL
111951,47109,PHP,
111957,47109,Python,
111963,47109,SQL,
111969,47119,Go,Bash/Shell/PowerShell
111970,47119,,C#
111971,47119,,HTML/CSS
111972,47119,,JavaScript
111973,47119,,SQL
111974,47119,TypeScript,
111979,47124,Bash/Shell/PowerShell,Bash/Shell/PowerShell
111980,47124,,C#
111981,47124,,HTML/CSS
111982,47124,,JavaScript
111983,47124,,Python
111984,47124,,SQL
111985,47124,,TypeScript
111986,47124,C#,
111993,47124,HTML/CSS,
112000,47124,TypeScript,
112007,47127,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112008,47127,,HTML/CSS
112009,47127,,Java
112010,47127,,JavaScript
112011,47127,,PHP
112012,47127,,SQL
112013,47127,,TypeScript
112014,47127,HTML/CSS,
112021,47127,Java,
112028,47127,JavaScript,
112035,47127,SQL,
112042,47127,TypeScript,
112049,47128,HTML/CSS,Bash/Shell/PowerShell
112050,47128,,HTML/CSS
112051,47128,,JavaScript
112052,47128,,TypeScript
112053,47128,JavaScript,
112057,47128,Scala,
112061,47128,TypeScript,
112065,47154,C#,C#
112066,47154,,C++
112067,47154,,HTML/CSS
112068,47154,,JavaScript
112069,47154,,SQL
112070,47154,C++,
112075,47154,HTML/CSS,
112080,47154,JavaScript,
112085,47154,SQL,
112090,47154,TypeScript,
112095,47174,C#,Bash/Shell/PowerShell
112096,47174,,C#
112097,47174,,HTML/CSS
112098,47174,,JavaScript
112099,47174,,SQL
112100,47174,,TypeScript
112101,47174,Haskell,
112107,47174,JavaScript,
112113,47174,Rust,
112119,47174,TypeScript,
112125,47192,C#,C#
112126,47192,,JavaScript
112127,47192,,SQL
112128,47192,JavaScript,
112131,47192,Python,
112134,47192,SQL,
112137,47192,TypeScript,
112140,47198,HTML/CSS,HTML/CSS
112141,47198,,JavaScript
112142,47198,,PHP
112143,47198,Java,
112146,47198,JavaScript,
112149,47198,Objective-C,
112152,47198,PHP,
112155,47198,Swift,
112158,47198,TypeScript,
112161,47208,Assembly,Bash/Shell/PowerShell
112162,47208,,C
112163,47208,,C#
112164,47208,,HTML/CSS
112165,47208,,Java
112166,47208,,JavaScript
112167,47208,,PHP
112168,47208,,Perl
112169,47208,,Python
112170,47208,,R
112171,47208,,Ruby
112172,47208,,SQL
112173,47208,Dart,
112185,47208,HTML/CSS,
112197,47208,JavaScript,
112209,47208,Kotlin,
112221,47208,Python,
112233,47208,R,
112245,47208,SQL,
112257,47210,C#,C#
112258,47210,,Go
112259,47210,,HTML/CSS
112260,47210,,JavaScript
112261,47210,Go,
112265,47210,HTML/CSS,
112269,47210,JavaScript,
112273,47210,Kotlin,
112277,47210,Rust,
112281,47210,TypeScript,
112285,47215,Go,HTML/CSS
112286,47215,,JavaScript
112287,47215,,PHP
112288,47215,,Python
112289,47215,,SQL
112290,47215,HTML/CSS,
112295,47215,JavaScript,
112300,47215,Python,
112305,47215,TypeScript,
112310,47257,Go,HTML/CSS
112311,47257,,Java
112312,47257,,JavaScript
112313,47257,,Python
112314,47257,,SQL
112315,47257,,TypeScript
112316,47257,HTML/CSS,
112322,47257,Java,
112328,47257,JavaScript,
112334,47257,Python,
112340,47257,SQL,
112346,47257,TypeScript,
112352,47269,C#,Bash/Shell/PowerShell
112353,47269,,C#
112354,47269,,HTML/CSS
112355,47269,,JavaScript
112356,47269,,SQL
112357,47269,,TypeScript
112358,47269,TypeScript,
112364,47275,C,C#
112365,47275,,Dart
112366,47275,,Go
112367,47275,,HTML/CSS
112368,47275,,Java
112369,47275,,JavaScript
112370,47275,,PHP
112371,47275,,Python
112372,47275,,SQL
112373,47275,Go,
112382,47275,HTML/CSS,
112391,47275,Java,
112400,47275,JavaScript,
112409,47275,Kotlin,
112418,47275,Python,
112427,47275,Rust,
112436,47275,SQL,
112445,47277,C#,C#
112446,47277,,Go
112447,47277,,HTML/CSS
112448,47277,,JavaScript
112449,47277,Go,
112453,47277,HTML/CSS,
112457,47277,JavaScript,
112461,47277,TypeScript,
112465,47285,C#,C#
112466,47285,,SQL
112467,47285,HTML/CSS,
112469,47285,JavaScript,
112471,47285,SQL,
112473,47285,TypeScript,
112475,47289,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112476,47289,,HTML/CSS
112477,47289,,JavaScript
112478,47289,,PHP
112479,47289,,Python
112480,47289,,SQL
112481,47289,Go,
112487,47289,JavaScript,
112493,47289,Kotlin,
112499,47289,Python,
112505,47289,SQL,
112511,47290,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112512,47290,,C#
112513,47290,,C++
112514,47290,,HTML/CSS
112515,47290,,Java
112516,47290,,JavaScript
112517,47290,,SQL
112518,47290,,TypeScript
112519,47290,C#,
112527,47290,HTML/CSS,
112535,47290,Python,
112543,47290,Rust,
112551,47290,SQL,
112559,47290,TypeScript,
112567,47291,C#,C#
112568,47291,,HTML/CSS
112569,47291,,Java
112570,47291,,JavaScript
112571,47291,,SQL
112572,47291,HTML/CSS,
112577,47291,Java,
112582,47291,Python,
112587,47291,SQL,
112592,47292,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112593,47292,,C++
112594,47292,,HTML/CSS
112595,47292,,JavaScript
112596,47292,,SQL
112597,47292,,TypeScript
112598,47292,C++,
112604,47292,HTML/CSS,
112610,47292,JavaScript,
112616,47292,Kotlin,
112622,47292,Python,
112628,47292,SQL,
112634,47292,TypeScript,
112640,47302,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112641,47302,,C
112642,47302,,C#
112643,47302,,C++
112644,47302,,PHP
112645,47302,,Python
112646,47302,,Ruby
112647,47302,,Rust
112648,47302,C#,
112656,47302,C++,
112664,47302,Python,
112672,47302,Ruby,
112680,47302,Rust,
112688,47318,C#,C#
112689,47318,,HTML/CSS
112690,47318,,JavaScript
112691,47318,,Python
112692,47318,,SQL
112693,47318,,TypeScript
112694,47318,Go,
112700,47318,HTML/CSS,
112706,47318,JavaScript,
112712,47318,Python,
112718,47318,SQL,
112724,47318,TypeScript,
112730,47319,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112731,47319,,HTML/CSS
112732,47319,,JavaScript
112733,47319,,Python
112734,47319,,SQL
112735,47319,,TypeScript
112736,47319,Go,
112742,47319,HTML/CSS,
112748,47319,JavaScript,
112754,47319,Python,
112760,47319,Rust,
112766,47319,SQL,
112772,47319,TypeScript,
112778,47329,C#,Bash/Shell/PowerShell
112779,47329,,C#
112780,47329,,C++
112781,47329,,HTML/CSS
112782,47329,,JavaScript
112783,47329,,PHP
112784,47329,,SQL
112785,47329,,VBA
112786,47329,HTML/CSS,
112794,47329,JavaScript,
112802,47329,PHP,
112810,47329,SQL,
112818,47330,Bash/Shell/PowerShell,Bash/Shell/PowerShell
112819,47330,,Java
112820,47330,,JavaScript
112821,47330,,Python
112822,47330,,SQL
112823,47330,Java,
112828,47330,JavaScript,
112833,47330,Python,
112838,47330,Rust,
112843,47330,SQL,
112848,47330,Swift,
112853,47344,JavaScript,C
112854,47344,,C++
112855,47344,,HTML/CSS
112856,47344,,Java
112857,47344,,JavaScript
112858,47344,,PHP
112859,47344,,Ruby
112860,47344,,SQL
112861,47344,Python,
112869,47344,R,
112877,47344,Ruby,
112885,47344,TypeScript,
112893,47360,Go,Bash/Shell/PowerShell
112894,47360,,HTML/CSS
112895,47360,,Java
112896,47360,,JavaScript
112897,47360,,Python
112898,47360,,SQL
112899,47360,,TypeScript
112900,47360,HTML/CSS,
112907,47360,Java,
112914,47360,JavaScript,
112921,47360,Kotlin,
112928,47360,Python,
112935,47360,TypeScript,
112942,47372,Dart,Bash/Shell/PowerShell
112943,47372,,C
112944,47372,,C++
112945,47372,,HTML/CSS
112946,47372,,Java
112947,47372,,Kotlin
112948,47372,,PHP
112949,47372,,Python
112950,47372,,SQL
112951,47372,Go,
112960,47372,HTML/CSS,
112969,47372,Java,
112978,47372,JavaScript,
112987,47372,Kotlin,
112996,47372,SQL,
113005,47372,Swift,
113014,47378,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113015,47378,,HTML/CSS
113016,47378,,JavaScript
113017,47378,,Python
113018,47378,,SQL
113019,47378,HTML/CSS,
113024,47378,JavaScript,
113029,47378,Python,
113034,47378,Rust,
113039,47378,SQL,
113044,47382,C#,C#
113045,47382,,HTML/CSS
113046,47382,,JavaScript
113047,47382,,SQL
113048,47382,HTML/CSS,
113052,47382,Rust,
113056,47382,SQL,
113060,47384,C#,C#
113061,47384,,C++
113062,47384,,HTML/CSS
113063,47384,,JavaScript
113064,47384,,PHP
113065,47384,,Python
113066,47384,,SQL
113067,47384,,VBA
113068,47384,HTML/CSS,
113076,47384,JavaScript,
113084,47384,SQL,
113092,47404,Dart,Bash/Shell/PowerShell
113093,47404,,C#
113094,47404,,HTML/CSS
113095,47404,,JavaScript
113096,47404,,PHP
113097,47404,,SQL
113098,47404,Go,
113104,47404,Java,
113110,47404,Python,
113116,47404,Swift,
113122,47404,TypeScript,
113128,47409,Go,C#
113129,47409,,HTML/CSS
113130,47409,,JavaScript
113131,47409,,SQL
113132,47409,,VBA
113133,47409,HTML/CSS,
113138,47409,JavaScript,
113143,47409,Python,
113148,47409,SQL,
113153,47409,VBA,
113158,47410,C#,C#
113159,47410,,HTML/CSS
113160,47410,,JavaScript
113161,47410,,Python
113162,47410,HTML/CSS,
113166,47410,JavaScript,
113170,47410,Python,
113174,47413,HTML/CSS,Bash/Shell/PowerShell
113175,47413,,HTML/CSS
113176,47413,,Java
113177,47413,,JavaScript
113178,47413,,Python
113179,47413,,SQL
113180,47413,Java,
113186,47413,JavaScript,
113192,47413,Python,
113198,47413,SQL,
113204,47418,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113205,47418,,HTML/CSS
113206,47418,,Java
113207,47418,,JavaScript
113208,47418,,Kotlin
113209,47418,,Python
113210,47418,,SQL
113211,47418,Dart,
113218,47418,Java,
113225,47418,Kotlin,
113232,47418,Python,
113239,47418,Rust,
113246,47418,SQL,
113253,47428,Go,C#
113254,47428,TypeScript,
113255,47433,C#,Bash/Shell/PowerShell
113256,47433,,HTML/CSS
113257,47433,,Python
113258,47433,,R
113259,47433,,SQL
113260,47433,HTML/CSS,
113265,47433,Java,
113270,47433,Python,
113275,47433,R,
113280,47433,SQL,
113285,47448,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113286,47448,,HTML/CSS
113287,47448,,JavaScript
113288,47448,,Python
113289,47448,,SQL
113290,47448,,VBA
113291,47448,HTML/CSS,
113297,47448,JavaScript,
113303,47448,Python,
113309,47448,VBA,
113315,47459,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113316,47459,,C#
113317,47459,,HTML/CSS
113318,47459,,JavaScript
113319,47459,,SQL
113320,47459,,TypeScript
113321,47459,,VBA
113322,47459,Java,
113329,47459,JavaScript,
113336,47459,Python,
113343,47459,Ruby,
113350,47459,SQL,
113357,47459,Swift,
113364,47464,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113365,47464,,HTML/CSS
113366,47464,,JavaScript
113367,47464,,PHP
113368,47464,,SQL
113369,47464,,TypeScript
113370,47464,Go,
113376,47464,HTML/CSS,
113382,47464,JavaScript,
113388,47464,PHP,
113394,47464,Python,
113400,47464,SQL,
113406,47464,TypeScript,
113412,47483,C#,C#
113413,47483,,HTML/CSS
113414,47483,,Java
113415,47483,,JavaScript
113416,47483,HTML/CSS,
113420,47483,Java,
113424,47483,JavaScript,
113428,47510,C#,C#
113429,47510,,HTML/CSS
113430,47510,,Java
113431,47510,,JavaScript
113432,47510,,SQL
113433,47510,,TypeScript
113434,47510,Haskell,
113440,47510,HTML/CSS,
113446,47510,JavaScript,
113452,47510,SQL,
113458,47516,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113459,47516,,HTML/CSS
113460,47516,,JavaScript
113461,47516,,PHP
113462,47516,,SQL
113463,47516,,TypeScript
113464,47516,Dart,
113470,47516,HTML/CSS,
113476,47516,JavaScript,
113482,47516,Rust,
113488,47516,SQL,
113494,47516,TypeScript,
113500,47531,C,C
113501,47531,,C++
113502,47531,,HTML/CSS
113503,47531,,JavaScript
113504,47531,,Objective-C
113505,47531,,Python
113506,47531,,R
113507,47531,,Swift
113508,47531,C++,
113516,47531,Python,
113524,47531,Rust,
113532,47531,Scala,
113540,47531,Swift,
113548,47537,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113549,47537,,C#
113550,47537,,Dart
113551,47537,,Go
113552,47537,,HTML/CSS
113553,47537,,Java
113554,47537,,JavaScript
113555,47537,,TypeScript
113556,47537,Go,
113564,47537,HTML/CSS,
113572,47537,JavaScript,
113580,47537,Rust,
113588,47537,Swift,
113596,47537,TypeScript,
113604,47551,Go,HTML/CSS
113605,47551,,JavaScript
113606,47551,,PHP
113607,47551,,SQL
113608,47551,HTML/CSS,
113612,47551,Java,
113616,47551,JavaScript,
113620,47551,PHP,
113624,47551,Python,
113628,47551,SQL,
113632,47551,TypeScript,
113636,47560,HTML/CSS,HTML/CSS
113637,47560,,Java
113638,47560,,JavaScript
113639,47560,,PHP
113640,47560,,Python
113641,47560,,SQL
113642,47560,,TypeScript
113643,47560,Java,
113650,47560,JavaScript,
113657,47560,PHP,
113664,47560,SQL,
113671,47560,TypeScript,
113678,47565,HTML/CSS,C#
113679,47565,,HTML/CSS
113680,47565,,Java
113681,47565,,JavaScript
113682,47565,,Python
113683,47565,,SQL
113684,47565,Java,
113690,47565,JavaScript,
113696,47565,Kotlin,
113702,47565,Python,
113708,47565,SQL,
113714,47571,Go,Go
113715,47571,,Java
113716,47571,,JavaScript
113717,47571,,Kotlin
113718,47571,,PHP
113719,47571,,TypeScript
113720,47571,Java,
113726,47571,JavaScript,
113732,47571,Julia,
113738,47571,Kotlin,
113744,47571,Swift,
113750,47571,TypeScript,
113756,47578,Assembly,HTML/CSS
113757,47578,,JavaScript
113758,47578,,Python
113759,47578,,SQL
113760,47578,C,
113764,47578,C++,
113768,47578,Python,
113772,47584,Bash/Shell/PowerShell,Bash/Shell/PowerShell
113773,47584,,C++
113774,47584,,Go
113775,47584,,HTML/CSS
113776,47584,,Java
113777,47584,,JavaScript
113778,47584,,Perl
113779,47584,,Python
113780,47584,,Ruby
113781,47584,,SQL
113782,47584,,TypeScript
113783,47584,Rust,
113794,47584,TypeScript,
113805,47591,HTML/CSS,HTML/CSS
113806,47591,,Java
113807,47591,,JavaScript
113808,47591,,PHP
113809,47591,,SQL
113810,47591,Java,
113815,47591,JavaScript,
113820,47591,SQL,
113825,47592,HTML/CSS,Bash/Shell/PowerShell
113826,47592,,HTML/CSS
113827,47592,,Java
113828,47592,,JavaScript
113829,47592,,Python
113830,47592,,SQL
113831,47592,,TypeScript
113832,47592,Java,
113839,47592,JavaScript,
113846,47592,SQL,
113853,47592,TypeScript,
113860,47595,Go,HTML/CSS
113861,47595,,JavaScript
113862,47595,,PHP
113863,47595,HTML/CSS,
113866,47595,JavaScript,
113869,47595,PHP,
113872,47596,Ruby,Bash/Shell/PowerShell
113873,47596,,JavaScript
113874,47596,,PHP
113875,47596,,Python
113876,47596,,TypeScript
113877,47600,C#,Bash/Shell/PowerShell
113878,47600,,C#
113879,47600,,HTML/CSS
113880,47600,,JavaScript
113881,47600,,Kotlin
113882,47600,,SQL
113883,47600,Go,
113889,47600,Kotlin,
113895,47600,SQL,
113901,47617,HTML/CSS,HTML/CSS
113902,47617,,Java
113903,47617,,JavaScript
113904,47617,,Perl
113905,47617,,Python
113906,47617,,SQL
113907,47617,JavaScript,
113913,47617,Python,
113919,47617,SQL,
113925,47622,Go,Bash/Shell/PowerShell
113926,47622,,HTML/CSS
113927,47622,,JavaScript
113928,47622,,Python
113929,47622,,R
113930,47622,,SQL
113931,47622,Python,
113937,47622,R,
113943,47641,C#,Bash/Shell/PowerShell
113944,47641,,C#
113945,47641,,HTML/CSS
113946,47641,,JavaScript
113947,47641,,Python
113948,47641,,SQL
113949,47641,,TypeScript
113950,47641,HTML/CSS,
113957,47641,TypeScript,
113964,47668,C#,C#
113965,47668,,HTML/CSS
113966,47668,,JavaScript
113967,47668,,PHP
113968,47668,,Ruby
113969,47668,,SQL
113970,47668,,TypeScript
113971,47668,Go,
113978,47668,HTML/CSS,
113985,47668,JavaScript,
113992,47668,Python,
113999,47668,Rust,
114006,47668,SQL,
114013,47668,TypeScript,
114020,47683,Go,Bash/Shell/PowerShell
114021,47683,,HTML/CSS
114022,47683,,Java
114023,47683,,JavaScript
114024,47683,Java,
114028,47684,Java,C#
114029,47684,,HTML/CSS
114030,47684,,Java
114031,47684,,JavaScript
114032,47684,,R
114033,47684,,SQL
114034,47684,,TypeScript
114035,47684,JavaScript,
114042,47684,R,
114049,47684,SQL,
114056,47684,TypeScript,
114063,47700,Java,Java
114064,47700,,JavaScript
114065,47700,,SQL
114066,47700,JavaScript,
114069,47700,Python,
114072,47700,SQL,
114075,47702,JavaScript,C#
114076,47702,,C++
114077,47702,,JavaScript
114078,47702,,PHP
114079,47702,,Ruby
114080,47702,,TypeScript
114081,47702,TypeScript,
114087,47710,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114088,47710,,C#
114089,47710,,JavaScript
114090,47710,,SQL
114091,47710,C#,
114095,47710,Go,
114099,47710,JavaScript,
114103,47710,SQL,
114107,47721,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114108,47721,,HTML/CSS
114109,47721,,Java
114110,47721,,JavaScript
114111,47721,,PHP
114112,47721,,Python
114113,47721,,SQL
114114,47721,,TypeScript
114115,47721,HTML/CSS,
114123,47721,JavaScript,
114131,47721,Python,
114139,47721,SQL,
114147,47721,TypeScript,
114155,47738,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114156,47738,,C#
114157,47738,,Go
114158,47738,,HTML/CSS
114159,47738,,Java
114160,47738,,JavaScript
114161,47738,,PHP
114162,47738,,SQL
114163,47738,,TypeScript
114164,47738,C#,
114173,47738,Go,
114182,47738,HTML/CSS,
114191,47738,JavaScript,
114200,47738,PHP,
114209,47738,SQL,
114218,47738,TypeScript,
114227,47742,C#,C#
114228,47742,,HTML/CSS
114229,47742,,JavaScript
114230,47742,,SQL
114231,47742,HTML/CSS,
114235,47742,JavaScript,
114239,47742,SQL,
114243,47742,TypeScript,
114247,47745,C#,C#
114248,47745,,HTML/CSS
114249,47745,,JavaScript
114250,47745,,SQL
114251,47745,HTML/CSS,
114255,47745,JavaScript,
114259,47745,SQL,
114263,47745,TypeScript,
114267,47753,C#,Bash/Shell/PowerShell
114268,47753,,C
114269,47753,,C#
114270,47753,,C++
114271,47753,,HTML/CSS
114272,47753,,Java
114273,47753,,JavaScript
114274,47753,,Kotlin
114275,47753,,Perl
114276,47753,,Python
114277,47753,,Ruby
114278,47753,,SQL
114279,47753,C++,
114291,47753,Python,
114303,47753,Ruby,
114315,47754,Bash/Shell/PowerShell,C#
114316,47754,,HTML/CSS
114317,47754,,JavaScript
114318,47754,,SQL
114319,47754,,TypeScript
114320,47754,C#,
114325,47754,C++,
114330,47754,Go,
114335,47754,HTML/CSS,
114340,47754,JavaScript,
114345,47754,Kotlin,
114350,47754,Rust,
114355,47754,SQL,
114360,47754,TypeScript,
114365,47758,Go,HTML/CSS
114366,47758,,JavaScript
114367,47758,,PHP
114368,47758,,TypeScript
114369,47758,HTML/CSS,
114373,47758,JavaScript,
114377,47758,TypeScript,
114381,47775,C#,C#
114382,47775,,HTML/CSS
114383,47775,,JavaScript
114384,47775,,Python
114385,47775,,TypeScript
114386,47775,HTML/CSS,
114391,47775,JavaScript,
114396,47775,Python,
114401,47775,TypeScript,
114406,47797,C#,C#
114407,47797,,HTML/CSS
114408,47797,,Java
114409,47797,,JavaScript
114410,47797,,Objective-C
114411,47797,,PHP
114412,47797,,Perl
114413,47797,,Python
114414,47797,,SQL
114415,47797,,VBA
114416,47797,HTML/CSS,
114426,47797,JavaScript,
114436,47797,Python,
114446,47797,SQL,
114456,47797,VBA,
114466,47812,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114467,47812,,HTML/CSS
114468,47812,,Java
114469,47812,,JavaScript
114470,47812,,SQL
114471,47812,HTML/CSS,
114476,47812,Java,
114481,47812,JavaScript,
114486,47812,TypeScript,
114491,47842,Assembly,Bash/Shell/PowerShell
114492,47842,,C
114493,47842,,HTML/CSS
114494,47842,,JavaScript
114495,47842,,Python
114496,47842,,TypeScript
114497,47842,C,
114503,47842,C++,
114509,47842,Go,
114515,47842,HTML/CSS,
114521,47842,JavaScript,
114527,47842,Python,
114533,47842,TypeScript,
114539,47844,Go,HTML/CSS
114540,47844,,Java
114541,47844,,JavaScript
114542,47844,,Kotlin
114543,47844,,Python
114544,47844,,TypeScript
114545,47844,Java,
114551,47844,JavaScript,
114557,47844,Python,
114563,47851,C#,C#
114564,47851,,HTML/CSS
114565,47851,,JavaScript
114566,47851,,SQL
114567,47851,,VBA
114568,47851,JavaScript,
114573,47851,Objective-C,
114578,47851,Swift,
114583,47851,TypeScript,
114588,47863,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114589,47863,,C#
114590,47863,,HTML/CSS
114591,47863,,JavaScript
114592,47863,,SQL
114593,47863,C#,
114598,47863,Go,
114603,47863,HTML/CSS,
114608,47863,JavaScript,
114613,47863,SQL,
114618,47863,TypeScript,
114623,47884,C#,C#
114624,47884,,HTML/CSS
114625,47884,,JavaScript
114626,47884,,Swift
114627,47884,,TypeScript
114628,47884,JavaScript,
114633,47884,Swift,
114638,47884,TypeScript,
114643,47892,HTML/CSS,HTML/CSS
114644,47892,,JavaScript
114645,47892,JavaScript,
114647,47895,C#,C#
114648,47895,,HTML/CSS
114649,47895,,JavaScript
114650,47895,,SQL
114651,47895,,TypeScript
114652,47895,HTML/CSS,
114657,47895,JavaScript,
114662,47895,SQL,
114667,47895,TypeScript,
114672,47911,Java,Bash/Shell/PowerShell
114673,47911,,C
114674,47911,,Java
114675,47911,,JavaScript
114676,47911,,Kotlin
114677,47911,,Python
114678,47911,,Rust
114679,47911,,SQL
114680,47911,,TypeScript
114681,47911,Python,
114690,47911,Rust,
114699,47911,SQL,
114708,47940,HTML/CSS,HTML/CSS
114709,47940,,JavaScript
114710,47940,,PHP
114711,47940,,Python
114712,47940,JavaScript,
114716,47940,Python,
114720,47940,Swift,
114724,47947,C#,Bash/Shell/PowerShell
114725,47947,,HTML/CSS
114726,47947,,Java
114727,47947,,SQL
114728,47947,,Scala
114729,47947,,TypeScript
114730,47947,HTML/CSS,
114736,47947,Java,
114742,47947,SQL,
114748,47947,TypeScript,
114754,47955,HTML/CSS,Bash/Shell/PowerShell
114755,47955,,HTML/CSS
114756,47955,,JavaScript
114757,47955,JavaScript,
114760,47965,C#,C#
114761,47965,,HTML/CSS
114762,47965,,JavaScript
114763,47965,HTML/CSS,
114766,47965,JavaScript,
114769,47968,C#,C#
114770,47968,,HTML/CSS
114771,47968,,JavaScript
114772,47968,,TypeScript
114773,47968,HTML/CSS,
114777,47968,JavaScript,
114781,47968,TypeScript,
114785,47975,C#,C#
114786,47975,,HTML/CSS
114787,47975,,PHP
114788,47975,,SQL
114789,47975,SQL,
114793,47975,TypeScript,
114797,47982,C#,C#
114798,47982,,HTML/CSS
114799,47982,,JavaScript
114800,47982,,R
114801,47982,,SQL
114802,47982,HTML/CSS,
114807,47982,JavaScript,
114812,47982,SQL,
114817,47987,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114818,47987,,HTML/CSS
114819,47987,,JavaScript
114820,47987,,SQL
114821,47987,HTML/CSS,
114825,47987,JavaScript,
114829,47987,SQL,
114833,47993,C#,C#
114834,47993,,HTML/CSS
114835,47993,,JavaScript
114836,47993,,SQL
114837,47993,HTML/CSS,
114841,47993,JavaScript,
114845,47993,Python,
114849,47993,SQL,
114853,48014,HTML/CSS,HTML/CSS
114854,48014,,JavaScript
114855,48014,,Ruby
114856,48014,JavaScript,
114859,48014,Ruby,
114862,48014,Swift,
114865,48015,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114866,48015,,C
114867,48015,,C#
114868,48015,,C++
114869,48015,,HTML/CSS
114870,48015,,JavaScript
114871,48015,,SQL
114872,48015,C,
114879,48015,C#,
114886,48015,C++,
114893,48015,HTML/CSS,
114900,48015,JavaScript,
114907,48015,SQL,
114914,48024,C#,Bash/Shell/PowerShell
114915,48024,,C#
114916,48024,,C++
114917,48024,,HTML/CSS
114918,48024,,JavaScript
114919,48024,,Objective-C
114920,48024,,SQL
114921,48024,,Swift
114922,48024,HTML/CSS,
114930,48024,JavaScript,
114938,48024,Kotlin,
114946,48024,Python,
114954,48024,SQL,
114962,48024,Swift,
114970,48024,TypeScript,
114978,48045,Bash/Shell/PowerShell,Bash/Shell/PowerShell
114979,48045,,HTML/CSS
114980,48045,,Java
114981,48045,,JavaScript
114982,48045,,SQL
114983,48045,HTML/CSS,
114988,48045,Java,
114993,48045,JavaScript,
114998,48045,Python,
115003,48045,SQL,
115008,48045,TypeScript,
115013,48051,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115014,48051,,C#
115015,48051,,HTML/CSS
115016,48051,,JavaScript
115017,48051,,SQL
115018,48051,,TypeScript
115019,48051,C#,
115025,48051,HTML/CSS,
115031,48051,JavaScript,
115037,48051,Python,
115043,48051,TypeScript,
115049,48054,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115050,48054,,Java
115051,48054,,JavaScript
115052,48054,,SQL
115053,48054,,TypeScript
115054,48054,JavaScript,
115059,48054,Objective-C,
115064,48054,TypeScript,
115069,48059,C#,C#
115070,48059,Go,
115071,48063,Dart,Bash/Shell/PowerShell
115072,48063,,HTML/CSS
115073,48063,,Java
115074,48063,,JavaScript
115075,48063,,Ruby
115076,48063,,TypeScript
115077,48063,HTML/CSS,
115083,48063,Java,
115089,48063,TypeScript,
115095,48066,Bash/Shell/PowerShell,Bash/Shell/PowerShell
115096,48066,,C#
115097,48066,,HTML/CSS
115098,48066,,JavaScript
